Temps;Déplacement;Charge
(s);(mm);(N)
"64,59400";"4,30634";"35355,35938"
"64,69400";"4,31315";"35403,60938"
"64,79400";"4,31961";"35440,41406"
"64,89400";"4,32637";"35466,44922"
"64,99400";"4,33306";"35400,11328"
"65,09400";"4,33964";"35447,33594"
"65,19400";"4,34646";"35530,77344"
"65,29400";"4,35309";"35587,65234"
"65,39400";"4,35967";"35647,76953"
"65,49400";"4,36649";"35701,42578"
"65,59400";"4,37294";"35741,26562"
"65,69400";"4,37964";"35790,71484"
"65,79400";"4,38646";"35831,76562"
"65,89400";"4,39285";"35872,17969"
"65,99400";"4,39973";"35920,83594"
"66,09400";"4,40643";"35954,36328"
"66,19400";"4,41294";"35988,49609"
"66,29400";"4,41976";"36034,38281"
"66,39400";"4,42640";"36064,17969"
"66,49400";"4,43285";"36096,90625"
"66,59400";"4,43979";"36137,43359"
"66,69400";"4,44631";"36161,08203"
"66,79400";"4,45300";"36204,80859"
"66,89400";"4,45988";"36238,42188"
"66,99400";"4,46627";"36272,36328"
"67,09400";"4,47303";"36316,14062"
"67,19400";"4,47979";"36348,66797"
"67,29400";"4,48624";"36385,01953"
"67,39400";"4,49312";"36435,21484"
"67,49400";"4,49976";"36469,59766"
"67,59400";"4,50627";"36518,03906"
"67,69400";"4,51315";"36565,36328"
"67,79400";"4,51967";"36594,65234"
"67,89400";"4,52624";"36640,44922"
"67,99400";"4,53324";"36683,03516"
"68,09400";"4,53964";"36712,46094"
"68,19400";"4,54633";"36758,11719"
"68,29400";"4,55315";"36791,28516"
"68,39400";"4,55961";"36821,54688"
"68,49400";"4,56636";"36856,92188"
"68,53600";"4,56917";"36573,64844"
"68,55000";"4,57013";"36306,58984"
"68,65000";"4,57689";"36291,47266"
"68,75000";"4,58358";"36480,83984"
